           5   7.22223729145213444895991728469347744E-0035
          15   2.88889491658085377958396691387739098E-0034
          25   2.05833762806385831795357642613764107E-0033
          35   9.41298260319261523181109219438383227E-0033
          45   6.65047683921217380508392383298857715E-0033
          55   2.32315299541710324774877339324306858E-0032
          65   4.93128343729275530062942352267800062E-0032
          75   3.92618874756566658981583503389149168E-0032
          85   6.50964321202885718332920544593705434E-0032
          95   1.19397124122625255193399232560891982E-0031
         105   1.56068033969973467857993212573923114E-0031
         115   1.41145086166510495052829783484425216E-0031
         125   1.85039737938079894694393880764917470E-0031
         135   2.09547196480407470924531200084310670E-0031
         145   2.59838794469603693401460524101443407E-0031
         155   5.38423808608832833282002633504969321E-0031
         165   7.17490906770158718039907682673722050E-0031
         175   7.24399428129263400398740903551361655E-0031
         185   7.46753004862692282782276947538871789E-0031
         195   7.04736887103284964361447528743783662E-0031
         205   8.28766775521822953298252508246252982E-0031
         215   7.76137730525903628557477510999584554E-0031
         225   7.96222321043601298701631980973486821E-0031
         235   1.29662556421124580169389124992284792E-0030
         245   1.70742115513435152530269564513652616E-0030
         255   2.07568378694188038711916692747443040E-0030
         265   3.06588223609715680749977303686556713E-0030
         275   4.41059247818359103621163278608110525E-0030
         285   6.15355983017042400949129792411184830E-0030
         295   8.02508451057787402849045978979290289E-0030
         305   1.01020525015881407482663324025595178E-0029
         315   1.24452058280878747245906890667415006E-0029
         325   1.46772803927286903468260371030935138E-0029
         335   1.61852470518392464959646204825553966E-0029
         345   1.77534264812599389741473893224085678E-0029
         355   1.95170953231997811540553909233479473E-0029
         365   2.16022007443832762084424275929176755E-0029
         375   2.33372868299258120400046652212114968E-0029
         385   2.50232207006435166759256974624389841E-0029
         395   2.61276433464614157602006352636358511E-0029
         405   2.69539398911346467256381419501733238E-0029
         415   2.73162840499451074685264916002946985E-0029
         425   2.75101905887912139107849939795093448E-0029
         435   2.76040800497382839217534754542060520E-0029
         445   2.82680139292522101684023173002611609E-0029
         455   2.90903623175394473003410592320163344E-0029
         465   2.98944335554228111114078994230972386E-0029
         475   3.07168699647270378162352380538443194E-0029
         485   3.10025602309599252565119470318723544E-0029
         495   3.18714818935058375510824115802301193E-0029
         505   3.22021712119627789465601714428900977E-0029
         515   3.25665261243899822615681520949825832E-0029
         525   3.27212198644045223766548288982961091E-0029
         535   3.29747540594926998461275502196032762E-0029
         545   3.32341000867304388366056702493483160E-0029
         555   3.36891145777868447796422368381289139E-0029
         565   3.44685248845854376566218993116481252E-0029
         575   3.61883799487650470102688850643807734E-0029
         585   3.73215015838616617506783747868919992E-0029
         595   3.86181149229316590005821831619548600E-0029
         605   3.95868796902126860278914892418230552E-0029
         615   4.01205279824916422688351184050213670E-0029
         625   4.02689357429552731850271822303273661E-0029
         635   3.98003099677118258104783440474349644E-0029
         645   3.81429477567247557605090005539801239E-0029
         655   3.67951864955408752681244577897074947E-0029
         665   3.62910771537839582570770746882035793E-0029
         675   3.52112244087683024289446975056109628E-0029
         685   3.41283797014913856488640376572848852E-0029
         695   3.32551124714293535218341142836963171E-0029
         705   3.23435295798243026374584470739318365E-0029
         715   3.14980220720349051259527082824149251E-0029
         725   3.04173628438550371428068639090588511E-0029
         735   3.00401942906874863676980189287192592E-0029
         745   2.93695089358597252963014084849878836E-0029
         755   2.89055147964376138660999683990499835E-0029
         765   2.83362339790010517883847845189461613E-0029
         775   2.82486150751190081878988114724336126E-0029
         785   2.77979758680759108647499051585434789E-0029
         795   2.74317866202241363865314894524593887E-0029
         805   2.77558115439887518723200710414457777E-0029
         815   2.80131095779487142406103076196462075E-0029
         825   2.86231300203192386982956675081646175E-0029
         835   2.99653083416135497854983632363779018E-0029
         845   3.14508992306573335274652601221064517E-0029
         855   3.32258537587605503252797679687923945E-0029
         865   3.42416394285490456423038311601365553E-0029
         875   3.57212428195674809806201384894391099E-0029
         885   3.72184554921194264489378200420649457E-0029
         895   3.85091403900002606069154392100254413E-0029
         905   4.01136548200026103208845248837387670E-0029
         915   4.12280407678589829825110044208272838E-0029
         925   4.21433194137030191388117253382647911E-0029
         935   4.27702773190756717727419051578007290E-0029
         945   4.26148376573658738668941717130301434E-0029
         955   4.18969216918384578096913825352245618E-0029
         965   4.00686819107729186533576512238074115E-0029
         975   3.77989072674707228892987324192292983E-0029
         985   3.55944573843115194181986535164955457E-0029
         995   3.36254740659497106602248145419950854E-0029
