           5   1.49011612E-07
          15   1.07288361E-06
          25   1.62422657E-06
          35   8.70600343E-06
          45   1.21425837E-05
          55   3.14898789E-05
          65   3.71867791E-05
          75   2.72225589E-05
          85   3.59369442E-05
          95   6.46039844E-05
         105   1.37663446E-04
         115   1.36202201E-04
         125   1.70614570E-04
         135   1.36691611E-04
         145   1.18380412E-04
         155   1.12437177E-04
         165   1.43868849E-04
         175   2.44455878E-04
         185   3.54032032E-04
         195   5.77386469E-04
         205   8.17485619E-04
         215   6.46524597E-04
         225   4.82356641E-04
         235   3.68234236E-04
         245   6.37837686E-04
         255   1.05832750E-03
         265   1.61312497E-03
         275   2.12880224E-03
         285   2.82882759E-03
         295   3.47296521E-03
         305   4.36584372E-03
         315   4.90335189E-03
         325   5.06340712E-03
         335   4.91548982E-03
         345   4.46666125E-03
         355   3.99363320E-03
         365   3.60613083E-03
         375   3.27403145E-03
         385   2.98601459E-03
         395   2.95010605E-03
         405   3.02169612E-03
         415   3.25475563E-03
         425   3.89611465E-03
         435   4.63712215E-03
         445   5.70206996E-03
         455   6.91296998E-03
         465   8.55128001E-03
         475   1.02207633E-02
         485   1.18149174E-02
         495   1.36576826E-02
         505   1.55246938E-02
         515   1.74717866E-02
         525   1.93049051E-02
         535   2.08076574E-02
         545   2.26975214E-02
         555   2.44233087E-02
         565   2.66587269E-02
         575   2.85261590E-02
         585   3.12828496E-02
         595   3.29747796E-02
         605   3.51155065E-02
         615   3.75174023E-02
         625   3.91809829E-02
         635   4.18856516E-02
         645   4.41292599E-02
         655   4.56441455E-02
         665   4.83433791E-02
         675   5.08220270E-02
         685   5.21741174E-02
         695   5.35609797E-02
         705   5.63336238E-02
         715   5.86281195E-02
         725   5.88086210E-02
         735   5.96881993E-02
         745   6.18811622E-02
         755   6.45887107E-02
         765   6.64331391E-02
         775   6.69162124E-02
         785   6.73358589E-02
         795   6.94336742E-02
         805   7.24983215E-02
         815   7.63286427E-02
         825   7.73758069E-02
         835   7.66503438E-02
         845   7.61283785E-02
         855   7.64171630E-02
         865   8.00203532E-02
         875   8.35452676E-02
         885   8.73749852E-02
         895   8.97502452E-02
         905   8.94369930E-02
         915   8.75064358E-02
         925   8.55553970E-02
         935   8.45807642E-02
         945   8.56070146E-02
         955   8.99554044E-02
         965   9.43516791E-02
         975   9.87466425E-02
         985  0.103124395    
         995  0.104132369    
