           5   8.3266726846886741E-017
          15   3.3306690738754696E-016
          25   1.8825219161300311E-014
          35   5.6062793296618452E-014
          45   1.0649467419021619E-013
          55   1.4982806662011683E-013
          65   1.0773673619901558E-013
          75   1.0241980874514667E-013
          85   9.3463431438678413E-014
          95   1.6615181452905858E-013
         105   2.8168092858216198E-013
         115   3.6275496495541404E-013
         125   5.2347709500466522E-013
         135   6.4302903279855883E-013
         145   5.7128780872606200E-013
         155   4.3791359427558518E-013
         165   3.9413524527409649E-013
         175   4.9652296163493759E-013
         185   7.2351586527519274E-013
         195   9.1238041427521566E-013
         205   1.3285657296524533E-012
         215   1.8153317390967594E-012
         225   2.2760066401006362E-012
         235   3.0499960196328502E-012
         245   3.7174621020374943E-012
         255   4.0671459256014231E-012
         265   4.4406301552557537E-012
         275   4.5862207261049281E-012
         285   4.4987837240217932E-012
         295   4.4027277483482674E-012
         305   4.7451855812730148E-012
         315   5.0560098642515872E-012
         325   4.9590227757523309E-012
         335   5.0696369845171230E-012
         345   5.3361941601548502E-012
         355   5.6311305444978199E-012
         365   6.2227688280014348E-012
         375   6.5509138912067666E-012
         385   6.9173273879730157E-012
         395   7.7327111727698572E-012
         405   8.3987990173728377E-012
         415   8.9337157463398320E-012
         425   8.7319981974254279E-012
         435   8.3688676648374649E-012
         445   8.4341674269627909E-012
         455   8.5846416780777091E-012
         465   9.5087774459878815E-012
         475   1.0090851765287567E-011
         485   9.9483750230777712E-012
         495   9.1236896510027421E-012
         505   7.5509980212995487E-012
         515   6.7222841876324324E-012
         525   6.7841526667222762E-012
         535   7.6428618208529420E-012
         545   9.8245550150116712E-012
         555   1.2717199472309093E-011
         565   1.6128309625329518E-011
         575   2.0056840953699973E-011
         585   2.4949375248065064E-011
         595   2.9449809344633815E-011
         605   3.3066359329467221E-011
         615   3.5444100128859124E-011
         625   3.8715585425064258E-011
         635   4.1052278763886729E-011
         645   4.3062252114839383E-011
         655   4.5507039326056486E-011
         665   4.9571416849830685E-011
         675   5.2113440516046716E-011
         685   5.5433755459174949E-011
         695   5.9294670519058346E-011
         705   6.2967495367133308E-011
         715   6.6773863565197655E-011
         725   7.0288078309055368E-011
         735   7.4474496665130618E-011
         745   7.8212861968213199E-011
         755   8.0249911316859768E-011
         765   8.2180039683021899E-011
         775   8.3412332596566330E-011
         785   8.3880498900901213E-011
         795   8.3511637709310360E-011
         805   8.1945580746381474E-011
         815   8.0023365104514577E-011
         825   7.8044270698796048E-011
         835   7.5174428314228603E-011
         845   7.3061547480393618E-011
         855   7.1504559218116270E-011
         865   6.9557832150374255E-011
         875   6.8559839879953066E-011
         885   6.7121824808349939E-011
         895   6.5742723548076198E-011
         905   6.4414086477920796E-011
         915   6.2800981429078639E-011
         925   6.1694162148753784E-011
         935   6.0429642192993960E-011
         945   5.9311645221951648E-011
         955   5.8221718461995420E-011
         965   5.7222869671857968E-011
         975   5.6301898039567977E-011
         985   5.5760154740042145E-011
         995   5.5337166923394299E-011
